Order_ID,Customer_ID,Order_Date,City,Restaurant_Name,Food_Category,Item_Name,Quantity,Order_Value,Delivery_Time_Min,Payment_Method,Rating,Month,Day,Delivery_Status
1217,300,2024-03-15,Hubli,Kfc,Biryani,Veg Biryani,3,276.41,51,CARD,4.0,3,Friday,Late
1218,282,2024-03-24,Hubli,Kfc,South Indian,Garlic Bread,4,234.4,65,CASH,2.0,3,Sunday,Late
1219,72,2024-02-05,Bangalore,Mcdonald'S,Fast Food,Dosa,1,690.57,19,UPI,1.0,2,Monday,Fast
1220,212,2024-01-18,Mysuru,Pizza Hut,Biryani,Veg Pizza,2,463.9,38,UPI,5.0,1,Thursday,Normal
1221,248,2024-02-05,Bangalore,Pizza Hut,North Indian,Dosa,4,128.06,48,CASH,5.0,2,Monday,Late
1222,147,2024-01-03,Hubli,Domino'S,Fast Food,Cheese Pizza,2,283.86,54,UPI,3.0,1,Wednesday,Late
1223,182,2024-02-05,Bangalore,Empire,South Indian,Garlic Bread,2,793.36,29,CASH,2.9847560975609757,2,Monday,Fast
1224,42,2024-03-24,Bangalore,Pizza Hut,South Indian,Fries,4,495.84,18,UPI,2.9847560975609757,3,Sunday,Fast
1225,88,2024-02-05,Hubli,Empire,North Indian,Cheese Pizza,1,276.24,70,UPI,4.0,2,Monday,Late
1226,139,2024-02-05,Mysuru,Mcdonald'S,North Indian,Veg Pizza,2,751.56,35,UPI,2.0,2,Monday,Normal
1227,74,2024-02-05,Mysuru,Domino'S,North Indian,Veg Biryani,4,580.38,49,CASH,4.0,2,Monday,Late
1228,72,2024-03-29,Bangalore,Mcdonald'S,Dessert,Veg Pizza,1,417.22,68,UPI,3.0,3,Friday,Late
1229,204,2024-02-05,Mysuru,Mcdonald'S,South Indian,Veg Biryani,3,496.07,39,CARD,2.0,2,Monday,Normal
1230,300,2024-02-05,Bangalore,Meghana Foods,Dessert,Veg Biryani,1,175.79,24,CARD,2.9847560975609757,2,Monday,Fast
1231,79,2024-02-05,Hubli,Pizza Hut,Fast Food,Veg Pizza,3,422.42,63,CASH,1.0,2,Monday,Late
1232,68,2024-02-05,Hubli,Mcdonald'S,North Indian,Dosa,4,190.24,20,CASH,5.0,2,Monday,Fast
1233,48,2024-03-17,Hubli,Empire,Fast Food,Chicken Biryani,4,383.7,20,UPI,2.0,3,Sunday,Fast
1234,293,2024-02-05,Hubli,Domino'S,Biryani,Chicken Biryani,3,302.52,24,UPI,2.0,2,Monday,Fast
1235,223,2024-02-05,Mysuru,Mcdonald'S,Fast Food,Burger,3,762.07,61,CARD,5.0,2,Monday,Late
1236,101,2024-02-05,Bangalore,Kfc,Fast Food,Fries,3,692.3,39,CASH,4.0,2,Monday,Normal
1237,172,2024-02-25,Bangalore,Kfc,Dessert,Paneer Curry,2,445.73,26,CARD,3.0,2,Sunday,Fast
1238,150,2024-03-29,Mangalore,Meghana Foods,Biryani,Burger,4,310.6,65,CARD,3.0,3,Friday,Late
1239,59,2024-02-05,Mangalore,Domino'S,North Indian,Veg Pizza,4,761.22,28,CARD,3.0,2,Monday,Fast
1240,36,2024-02-22,Mangalore,Domino'S,Dessert,Veg Biryani,3,567.89,60,CARD,4.0,2,Thursday,Late
1241,38,2024-02-27,Mangalore,Meghana Foods,South Indian,Dosa,4,489.68,65,CASH,2.9847560975609757,2,Tuesday,Late
1242,275,2024-03-17,Bangalore,Pizza Hut,Biryani,Burger,2,559.96,17,UPI,2.9847560975609757,3,Sunday,Fast
1243,205,2024-02-05,Bangalore,Pizza Hut,Fast Food,Chicken Biryani,2,467.26,48,UPI,5.0,2,Monday,Late
1244,295,2024-02-05,Hubli,Empire,South Indian,Paneer Curry,2,354.58,16,CARD,1.0,2,Monday,Fast
1245,152,2024-02-05,Bangalore,Domino'S,Dessert,Chicken Biryani,3,429.63,28,UPI,4.0,2,Monday,Fast
1246,179,2024-02-05,Mangalore,Mcdonald'S,Dessert,Cheese Pizza,3,150.38,60,UPI,1.0,2,Monday,Late
1247,176,2024-02-05,Bangalore,Domino'S,North Indian,Chicken Pizza,2,345.07,42,CARD,2.0,2,Monday,Normal
1248,208,2024-02-05,Bangalore,Empire,South Indian,Veg Pizza,2,425.71,42,CARD,1.0,2,Monday,Normal
1249,110,2024-02-05,Bangalore,Meghana Foods,Fast Food,Dosa,2,368.74,27,CARD,1.0,2,Monday,Fast
1250,135,2024-02-05,Mangalore,Empire,North Indian,Fries,4,519.16,37,CASH,4.0,2,Monday,Normal
1251,89,2024-03-27,Mysuru,Meghana Foods,North Indian,Cheese Pizza,2,332.97,30,CASH,1.0,3,Wednesday,Normal
1252,94,2024-02-17,Bangalore,Mcdonald'S,South Indian,Fries,2,510.87,42,CARD,4.0,2,Saturday,Normal
1253,276,2024-03-29,Bangalore,Mcdonald'S,Biryani,Garlic Bread,3,215.4,35,CARD,5.0,3,Friday,Normal
1254,28,2024-02-05,Mangalore,Domino'S,Biryani,Fries,4,398.21,46,CARD,2.9847560975609757,2,Monday,Late
1255,228,2024-02-05,Bangalore,Meghana Foods,Fast Food,Veg Biryani,3,142.23,29,UPI,3.0,2,Monday,Fast
1256,87,2024-02-28,Mangalore,Mcdonald'S,North Indian,Cheese Pizza,1,302.16,49,CASH,5.0,2,Wednesday,Late
1257,22,2024-02-26,Mysuru,Empire,Fast Food,Veg Biryani,3,714.87,17,CARD,3.0,2,Monday,Fast
1258,179,2024-02-05,Bangalore,Domino'S,Biryani,Paneer Curry,3,705.51,54,CARD,2.0,2,Monday,Late
1259,72,2024-02-05,Bangalore,Meghana Foods,Dessert,Dosa,3,525.86,25,CASH,2.9847560975609757,2,Monday,Fast
1260,150,2024-02-07,Mysuru,Mcdonald'S,Fast Food,Chicken Pizza,4,744.76,32,CARD,2.9847560975609757,2,Wednesday,Normal
1261,68,2024-02-05,Hubli,Domino'S,South Indian,Garlic Bread,2,512.65,32,CARD,4.0,2,Monday,Normal
1262,232,2024-01-10,Bangalore,Empire,North Indian,Chicken Biryani,3,429.19,46,CASH,5.0,1,Wednesday,Late
1263,2,2024-01-12,Mangalore,Empire,Fast Food,Dosa,4,268.12,42,CARD,4.0,1,Friday,Normal
1264,138,2024-02-05,Hubli,Mcdonald'S,North Indian,Chicken Pizza,4,656.05,58,UPI,1.0,2,Monday,Late
1265,51,2024-02-05,Bangalore,Pizza Hut,Biryani,Garlic Bread,4,120.46,42,CARD,2.9847560975609757,2,Monday,Normal
1266,68,2024-02-05,Bangalore,Kfc,Fast Food,Burger,3,176.05,57,CARD,1.0,2,Monday,Late
1267,203,2024-02-05,Mysuru,Empire,Fast Food,Cheese Pizza,1,265.13,19,CARD,5.0,2,Monday,Fast
1268,116,2024-03-07,Mangalore,Pizza Hut,Fast Food,Burger,1,791.95,42,CARD,4.0,3,Thursday,Normal
1269,37,2024-02-05,Bangalore,Pizza Hut,Fast Food,Burger,3,719.07,23,CARD,2.0,2,Monday,Fast
1270,74,2024-01-09,Bangalore,Meghana Foods,Biryani,Garlic Bread,3,611.25,55,CARD,4.0,1,Tuesday,Late
1271,227,2024-02-05,Bangalore,Domino'S,Fast Food,Paneer Curry,4,359.04,42,CASH,2.0,2,Monday,Normal
1272,127,2024-02-05,Bangalore,Domino'S,North Indian,Paneer Curry,3,649.7,59,UPI,2.9847560975609757,2,Monday,Late
1273,155,2024-01-27,Mangalore,Domino'S,South Indian,Chicken Biryani,1,652.99,65,CARD,4.0,1,Saturday,Late
1274,198,2024-02-05,Mangalore,Meghana Foods,Fast Food,Dosa,1,791.08,35,CARD,4.0,2,Monday,Normal
1275,292,2024-02-05,Mangalore,Domino'S,South Indian,Cheese Pizza,1,519.41,15,CASH,2.0,2,Monday,Fast
1276,21,2024-02-05,Mangalore,Kfc,North Indian,Fries,4,597.23,20,UPI,5.0,2,Monday,Fast
1277,79,2024-02-05,Mysuru,Pizza Hut,North Indian,Veg Biryani,2,484.75,40,UPI,2.9847560975609757,2,Monday,Normal
1278,34,2024-02-09,Hubli,Domino'S,Fast Food,Veg Biryani,1,748.75,22,CARD,5.0,2,Friday,Fast
1279,29,2024-02-09,Bangalore,Pizza Hut,Fast Food,Chicken Pizza,1,231.41,37,UPI,5.0,2,Friday,Normal
1280,133,2024-02-05,Bangalore,Kfc,Fast Food,Veg Pizza,3,668.83,32,UPI,1.0,2,Monday,Normal
1281,135,2024-03-14,Bangalore,Mcdonald'S,South Indian,Dosa,3,157.7,69,UPI,2.0,3,Thursday,Late
1282,189,2024-02-05,Bangalore,Meghana Foods,Fast Food,Veg Biryani,1,149.95,70,UPI,2.0,2,Monday,Late
1283,24,2024-02-05,Hubli,Domino'S,Biryani,Veg Pizza,4,272.67,30,CARD,2.9847560975609757,2,Monday,Normal
1284,164,2024-02-05,Hubli,Pizza Hut,North Indian,Veg Pizza,2,271.77,48,UPI,4.0,2,Monday,Late
1285,36,2024-02-05,Mysuru,Empire,Fast Food,Dosa,4,125.42,27,CASH,5.0,2,Monday,Fast
1286,156,2024-02-05,Mangalore,Empire,North Indian,Garlic Bread,2,618.08,49,CARD,2.0,2,Monday,Late
1287,4,2024-02-05,Mysuru,Mcdonald'S,Dessert,Veg Pizza,3,120.99,57,CARD,2.9847560975609757,2,Monday,Late
1288,158,2024-02-05,Mangalore,Domino'S,South Indian,Garlic Bread,1,781.34,24,CASH,1.0,2,Monday,Fast
1289,23,2024-01-30,Hubli,Empire,South Indian,Cheese Pizza,1,463.69,55,CARD,1.0,1,Tuesday,Late
1290,291,2024-02-05,Bangalore,Domino'S,Dessert,Chicken Biryani,3,749.71,40,CASH,3.0,2,Monday,Normal
1291,232,2024-02-05,Bangalore,Domino'S,Biryani,Paneer Curry,1,225.68,25,CARD,4.0,2,Monday,Fast
1292,161,2024-02-05,Mangalore,Empire,Biryani,Garlic Bread,3,435.08,69,UPI,1.0,2,Monday,Late
1293,81,2024-02-05,Bangalore,Domino'S,Dessert,Chicken Pizza,1,603.59,37,CARD,5.0,2,Monday,Normal
1294,26,2024-02-05,Mysuru,Domino'S,Fast Food,Fries,4,498.05,50,CARD,1.0,2,Monday,Late
1295,237,2024-02-05,Bangalore,Pizza Hut,Fast Food,Veg Biryani,2,254.73,40,CASH,2.9847560975609757,2,Monday,Normal
1296,44,2024-03-15,Mysuru,Pizza Hut,Fast Food,Cheese Pizza,2,733.7,43,CARD,1.0,3,Friday,Normal
1297,170,2024-02-05,Mangalore,Pizza Hut,Biryani,Paneer Curry,4,678.75,40,CARD,1.0,2,Monday,Normal
1298,196,2024-02-05,Bangalore,Empire,Biryani,Chicken Pizza,3,310.3,24,UPI,5.0,2,Monday,Fast
1299,126,2024-02-05,Mangalore,Empire,North Indian,Garlic Bread,1,179.65,39,CARD,4.0,2,Monday,Normal
1300,103,2024-03-23,Mysuru,Mcdonald'S,Fast Food,Fries,3,446.19,65,CARD,3.0,3,Saturday,Late
1301,290,2024-02-05,Hubli,Kfc,Biryani,Veg Pizza,3,526.04,16,CASH,1.0,2,Monday,Fast
1302,242,2024-02-05,Mysuru,Domino'S,Fast Food,Veg Biryani,2,301.24,67,UPI,2.0,2,Monday,Late
1303,295,2024-02-05,Bangalore,Domino'S,Biryani,Paneer Curry,3,668.22,59,CASH,5.0,2,Monday,Late
1304,15,2024-03-31,Hubli,Meghana Foods,North Indian,Chicken Pizza,2,688.95,66,CARD,5.0,3,Sunday,Late
1305,159,2024-02-05,Bangalore,Pizza Hut,Fast Food,Veg Biryani,2,133.55,45,UPI,3.0,2,Monday,Normal
1306,104,2024-02-05,Bangalore,Empire,Fast Food,Veg Pizza,2,518.89,24,UPI,5.0,2,Monday,Fast
1307,187,2024-02-05,Hubli,Meghana Foods,Fast Food,Burger,3,339.37,25,CARD,2.9847560975609757,2,Monday,Fast
1308,250,2024-02-05,Bangalore,Mcdonald'S,North Indian,Burger,2,572.56,67,CARD,4.0,2,Monday,Late
1309,158,2024-02-05,Bangalore,Domino'S,Fast Food,Paneer Curry,4,698.51,64,UPI,1.0,2,Monday,Late
1310,94,2024-02-05,Mysuru,Meghana Foods,Fast Food,Garlic Bread,2,345.19,19,CARD,3.0,2,Monday,Fast
1311,164,2024-01-22,Bangalore,Empire,South Indian,Veg Pizza,3,262.59,59,UPI,3.0,1,Monday,Late
1312,132,2024-01-14,Bangalore,Pizza Hut,South Indian,Garlic Bread,4,778.99,41,CARD,4.0,1,Sunday,Normal
1313,180,2024-02-05,Bangalore,Mcdonald'S,North Indian,Veg Biryani,2,426.88,66,UPI,3.0,2,Monday,Late
1314,11,2024-02-05,Bangalore,Pizza Hut,Dessert,Chicken Pizza,4,229.42,19,UPI,1.0,2,Monday,Fast
1315,174,2024-03-17,Mangalore,Pizza Hut,South Indian,Chicken Pizza,4,226.83,21,CASH,2.0,3,Sunday,Fast
1316,98,2024-02-22,Mangalore,Mcdonald'S,Dessert,Chicken Biryani,3,281.53,18,CARD,5.0,2,Thursday,Fast
1317,282,2024-02-05,Bangalore,Empire,Fast Food,Fries,1,320.29,57,UPI,4.0,2,Monday,Late
1318,103,2024-02-05,Mysuru,Domino'S,Dessert,Cheese Pizza,4,693.76,34,CARD,4.0,2,Monday,Normal
1319,251,2024-02-05,Bangalore,Mcdonald'S,South Indian,Chicken Pizza,3,722.14,38,CARD,4.0,2,Monday,Normal
1320,23,2024-02-05,Mangalore,Kfc,Biryani,Chicken Biryani,1,222.77,59,UPI,1.0,2,Monday,Late
1321,177,2024-02-05,Mysuru,Mcdonald'S,Fast Food,Fries,4,776.63,58,CARD,5.0,2,Monday,Late
1322,121,2024-02-05,Bangalore,Empire,Fast Food,Dosa,2,201.79,63,CARD,2.0,2,Monday,Late
1323,86,2024-02-05,Bangalore,Pizza Hut,South Indian,Cheese Pizza,4,257.31,67,CARD,5.0,2,Monday,Late
1324,133,2024-02-10,Bangalore,Pizza Hut,South Indian,Dosa,4,495.4,69,CASH,5.0,2,Saturday,Late
1325,235,2024-01-02,Mangalore,Empire,Fast Food,Fries,2,220.78,52,UPI,1.0,1,Tuesday,Late
1326,55,2024-02-05,Mysuru,Mcdonald'S,Dessert,Fries,3,380.47,46,UPI,5.0,2,Monday,Late
1327,243,2024-02-05,Mysuru,Empire,Biryani,Paneer Curry,4,146.37,36,CARD,1.0,2,Monday,Normal
1328,244,2024-02-05,Bangalore,Empire,Dessert,Chicken Biryani,3,693.14,69,UPI,2.0,2,Monday,Late
1329,69,2024-02-08,Mangalore,Empire,Dessert,Fries,1,247.8,28,CARD,2.9847560975609757,2,Thursday,Fast
1330,249,2024-02-05,Bangalore,Mcdonald'S,Biryani,Cheese Pizza,3,602.51,40,CARD,5.0,2,Monday,Normal
1331,292,2024-02-05,Mysuru,Domino'S,Fast Food,Veg Biryani,1,430.39,38,CARD,3.0,2,Monday,Normal
1332,189,2024-02-29,Hubli,Pizza Hut,Fast Food,Veg Biryani,3,452.37,43,CARD,4.0,2,Thursday,Normal
1333,283,2024-02-05,Bangalore,Kfc,Fast Food,Chicken Biryani,1,382.86,25,UPI,2.0,2,Monday,Fast
1334,114,2024-02-05,Mysuru,Kfc,South Indian,Dosa,1,707.95,64,UPI,4.0,2,Monday,Late
1335,68,2024-02-05,Bangalore,Domino'S,Dessert,Paneer Curry,3,604.66,60,CASH,4.0,2,Monday,Late
1336,193,2024-02-05,Mysuru,Domino'S,South Indian,Chicken Biryani,4,517.45,15,UPI,2.9847560975609757,2,Monday,Fast
1337,192,2024-03-12,Mysuru,Kfc,Fast Food,Garlic Bread,1,348.67,32,CASH,3.0,3,Tuesday,Normal
1338,134,2024-03-24,Mysuru,Domino'S,Biryani,Dosa,2,731.79,66,UPI,4.0,3,Sunday,Late
1339,164,2024-02-05,Bangalore,Mcdonald'S,Dessert,Chicken Biryani,4,395.13,62,UPI,5.0,2,Monday,Late
1340,293,2024-02-05,Mysuru,Mcdonald'S,South Indian,Burger,3,694.89,68,UPI,2.0,2,Monday,Late
1341,151,2024-02-05,Bangalore,Kfc,North Indian,Chicken Pizza,3,565.02,29,CASH,2.0,2,Monday,Fast
1342,158,2024-02-05,Hubli,Kfc,North Indian,Chicken Biryani,4,698.83,45,UPI,2.9847560975609757,2,Monday,Normal
1343,299,2024-03-15,Bangalore,Mcdonald'S,Biryani,Dosa,1,709.9,39,UPI,3.0,3,Friday,Normal
1344,212,2024-02-05,Bangalore,Domino'S,Dessert,Fries,4,217.39,70,CARD,1.0,2,Monday,Late
1345,250,2024-02-12,Bangalore,Empire,Fast Food,Veg Pizza,4,306.0,63,CARD,5.0,2,Monday,Late
1346,82,2024-02-05,Bangalore,Meghana Foods,South Indian,Fries,4,411.74,45,CARD,1.0,2,Monday,Normal
1347,20,2024-02-05,Hubli,Pizza Hut,Dessert,Dosa,2,132.18,15,CARD,2.0,2,Monday,Fast
1348,177,2024-02-05,Bangalore,Empire,North Indian,Paneer Curry,3,233.57,67,UPI,3.0,2,Monday,Late
1349,149,2024-02-28,Mangalore,Meghana Foods,North Indian,Burger,4,723.82,23,CASH,4.0,2,Wednesday,Fast
1350,184,2024-02-05,Hubli,Pizza Hut,Biryani,Veg Biryani,2,263.61,16,UPI,5.0,2,Monday,Fast
1351,87,2024-02-05,Bangalore,Empire,Dessert,Dosa,1,523.87,18,UPI,2.9847560975609757,2,Monday,Fast
1352,11,2024-01-07,Bangalore,Empire,South Indian,Fries,1,492.15,45,CARD,2.0,1,Sunday,Normal
1353,5,2024-02-05,Bangalore,Mcdonald'S,Dessert,Paneer Curry,2,404.8,21,UPI,2.9847560975609757,2,Monday,Fast
1354,61,2024-02-05,Bangalore,Mcdonald'S,Biryani,Paneer Curry,2,649.01,68,UPI,2.0,2,Monday,Late
1355,184,2024-02-05,Mysuru,Domino'S,Fast Food,Dosa,4,739.04,59,CARD,3.0,2,Monday,Late
1356,121,2024-02-05,Bangalore,Pizza Hut,North Indian,Garlic Bread,2,765.62,64,UPI,1.0,2,Monday,Late
1357,52,2024-02-02,Mysuru,Mcdonald'S,Dessert,Chicken Biryani,4,154.05,67,CARD,1.0,2,Friday,Late
1358,149,2024-02-16,Hubli,Empire,Fast Food,Cheese Pizza,1,126.58,23,CARD,3.0,2,Friday,Fast
1359,184,2024-02-26,Mysuru,Pizza Hut,Dessert,Burger,2,197.41,40,CARD,3.0,2,Monday,Normal
1360,198,2024-02-05,Hubli,Domino'S,Fast Food,Chicken Pizza,1,787.47,69,CARD,1.0,2,Monday,Late
1361,214,2024-02-05,Mangalore,Domino'S,North Indian,Fries,3,535.72,70,CARD,4.0,2,Monday,Late
1362,250,2024-02-05,Mangalore,Pizza Hut,Fast Food,Chicken Biryani,3,128.4,70,UPI,2.9847560975609757,2,Monday,Late
1363,296,2024-02-05,Hubli,Mcdonald'S,North Indian,Paneer Curry,1,414.34,61,CARD,4.0,2,Monday,Late
1364,178,2024-03-25,Hubli,Domino'S,North Indian,Paneer Curry,1,127.92,25,UPI,4.0,3,Monday,Fast
1365,254,2024-02-05,Mangalore,Empire,Biryani,Burger,3,154.24,29,UPI,2.9847560975609757,2,Monday,Fast
1366,194,2024-02-05,Bangalore,Mcdonald'S,South Indian,Paneer Curry,4,179.85,46,CARD,3.0,2,Monday,Late
1367,61,2024-03-04,Bangalore,Pizza Hut,South Indian,Fries,1,498.85,15,UPI,5.0,3,Monday,Fast
1368,156,2024-03-06,Mysuru,Mcdonald'S,Dessert,Burger,1,675.28,69,CARD,3.0,3,Wednesday,Late
1369,287,2024-03-20,Mangalore,Empire,South Indian,Cheese Pizza,1,636.34,29,UPI,3.0,3,Wednesday,Fast
1370,182,2024-02-05,Mangalore,Mcdonald'S,Dessert,Cheese Pizza,1,729.88,46,CARD,2.9847560975609757,2,Monday,Late
1371,210,2024-02-05,Mysuru,Domino'S,Fast Food,Fries,2,430.79,65,CARD,2.9847560975609757,2,Monday,Late
1372,174,2024-02-05,Bangalore,Meghana Foods,Fast Food,Garlic Bread,4,567.75,47,CARD,4.0,2,Monday,Late
1373,3,2024-03-08,Bangalore,Mcdonald'S,South Indian,Paneer Curry,4,748.57,64,CARD,2.9847560975609757,3,Friday,Late
1374,297,2024-01-23,Bangalore,Pizza Hut,South Indian,Paneer Curry,3,462.79,39,CARD,5.0,1,Tuesday,Normal
1375,128,2024-02-05,Hubli,Kfc,South Indian,Chicken Pizza,2,400.67,59,UPI,3.0,2,Monday,Late
1376,281,2024-02-10,Mangalore,Domino'S,Biryani,Veg Biryani,3,586.9,58,CARD,2.9847560975609757,2,Saturday,Late
1377,92,2024-03-05,Hubli,Pizza Hut,Dessert,Dosa,4,516.31,57,CARD,2.9847560975609757,3,Tuesday,Late
1378,274,2024-02-05,Bangalore,Mcdonald'S,Fast Food,Veg Pizza,4,218.82,57,UPI,2.0,2,Monday,Late
1379,137,2024-02-05,Mysuru,Domino'S,Fast Food,Chicken Biryani,2,632.44,17,CASH,4.0,2,Monday,Fast
1380,53,2024-03-19,Mangalore,Domino'S,North Indian,Fries,2,467.43,65,CASH,2.9847560975609757,3,Tuesday,Late
1381,25,2024-02-05,Hubli,Empire,North Indian,Veg Pizza,1,625.7,27,UPI,4.0,2,Monday,Fast
1382,116,2024-03-22,Hubli,Meghana Foods,North Indian,Paneer Curry,2,647.78,27,CASH,4.0,3,Friday,Fast
1383,91,2024-02-05,Bangalore,Domino'S,North Indian,Cheese Pizza,4,147.63,32,UPI,3.0,2,Monday,Normal
1384,67,2024-01-21,Mysuru,Pizza Hut,Dessert,Garlic Bread,2,147.16,35,UPI,1.0,1,Sunday,Normal
1385,155,2024-03-03,Mangalore,Empire,Fast Food,Burger,2,770.75,48,UPI,5.0,3,Sunday,Late
1386,82,2024-02-23,Mangalore,Empire,Fast Food,Burger,2,720.71,57,CASH,3.0,2,Friday,Late
1387,185,2024-02-05,Mangalore,Mcdonald'S,North Indian,Veg Pizza,1,574.88,43,CARD,2.9847560975609757,2,Monday,Normal
1388,125,2024-01-06,Hubli,Empire,Fast Food,Fries,3,487.36,33,UPI,5.0,1,Saturday,Normal
1389,192,2024-03-06,Mangalore,Mcdonald'S,Fast Food,Chicken Biryani,2,337.81,20,UPI,2.0,3,Wednesday,Fast
1390,276,2024-02-05,Bangalore,Domino'S,Biryani,Fries,1,259.79,68,CARD,2.9847560975609757,2,Monday,Late
1391,37,2024-02-05,Bangalore,Mcdonald'S,Dessert,Veg Pizza,1,169.81,26,CASH,5.0,2,Monday,Fast
1392,37,2024-02-05,Mysuru,Empire,South Indian,Garlic Bread,4,414.46,16,CARD,2.9847560975609757,2,Monday,Fast
1393,61,2024-02-05,Bangalore,Meghana Foods,Fast Food,Cheese Pizza,3,751.07,21,CASH,2.9847560975609757,2,Monday,Fast
1394,155,2024-02-05,Mysuru,Mcdonald'S,South Indian,Fries,1,442.31,49,CARD,2.0,2,Monday,Late
1395,201,2024-02-05,Bangalore,Kfc,Dessert,Veg Pizza,2,203.8,15,UPI,5.0,2,Monday,Fast
1396,202,2024-03-09,Bangalore,Kfc,Biryani,Burger,2,400.61,56,UPI,2.0,3,Saturday,Late
1397,83,2024-02-05,Mysuru,Domino'S,Fast Food,Chicken Pizza,1,698.94,50,CARD,2.9847560975609757,2,Monday,Late
1398,282,2024-02-05,Bangalore,Kfc,Fast Food,Veg Biryani,4,767.05,37,CARD,2.9847560975609757,2,Monday,Normal
1399,121,2024-02-05,Bangalore,Domino'S,Dessert,Garlic Bread,4,343.28,57,CASH,2.9847560975609757,2,Monday,Late
1400,300,2024-01-20,Hubli,Empire,South Indian,Chicken Pizza,1,332.99,65,CARD,2.9847560975609757,1,Saturday,Late
1401,224,2024-02-05,Bangalore,Empire,South Indian,Garlic Bread,4,363.94,34,CARD,5.0,2,Monday,Normal
1402,56,2024-01-23,Bangalore,Kfc,Biryani,Dosa,2,299.0,55,UPI,2.9847560975609757,1,Tuesday,Late
1403,39,2024-01-03,Bangalore,Meghana Foods,North Indian,Fries,2,736.29,50,CASH,5.0,1,Wednesday,Late
1404,277,2024-03-01,Bangalore,Empire,South Indian,Veg Biryani,3,211.04,47,UPI,1.0,3,Friday,Late
1405,204,2024-02-16,Bangalore,Domino'S,North Indian,Chicken Pizza,2,423.43,26,UPI,5.0,2,Friday,Fast
1406,75,2024-02-05,Bangalore,Domino'S,South Indian,Veg Biryani,1,299.76,29,UPI,2.9847560975609757,2,Monday,Fast
1407,106,2024-02-05,Hubli,Mcdonald'S,South Indian,Veg Pizza,1,786.8,35,UPI,2.9847560975609757,2,Monday,Normal
1408,267,2024-02-05,Mysuru,Meghana Foods,North Indian,Paneer Curry,2,376.13,39,CASH,5.0,2,Monday,Normal
1409,40,2024-02-05,Hubli,Domino'S,North Indian,Fries,3,675.72,37,CARD,4.0,2,Monday,Normal
1410,4,2024-02-05,Mangalore,Domino'S,Biryani,Cheese Pizza,3,263.83,26,CARD,3.0,2,Monday,Fast
1411,61,2024-02-05,Hubli,Empire,Fast Food,Garlic Bread,4,445.73,52,CARD,2.9847560975609757,2,Monday,Late
1412,211,2024-02-05,Bangalore,Domino'S,North Indian,Paneer Curry,2,211.61,47,UPI,5.0,2,Monday,Late
1413,76,2024-02-05,Mysuru,Domino'S,North Indian,Fries,1,717.39,61,CASH,1.0,2,Monday,Late
1414,111,2024-02-27,Mangalore,Mcdonald'S,Biryani,Veg Biryani,4,528.57,65,UPI,2.0,2,Tuesday,Late
1415,262,2024-02-05,Hubli,Mcdonald'S,North Indian,Paneer Curry,1,276.27,39,CARD,1.0,2,Monday,Normal
1416,9,2024-01-26,Mangalore,Empire,Biryani,Paneer Curry,1,240.65,54,UPI,1.0,1,Friday,Late
1417,273,2024-02-05,Bangalore,Mcdonald'S,Biryani,Paneer Curry,1,729.94,64,CARD,5.0,2,Monday,Late
1418,216,2024-02-05,Mangalore,Empire,Biryani,Garlic Bread,4,358.35,66,UPI,1.0,2,Monday,Late
1419,218,2024-02-05,Mangalore,Domino'S,Fast Food,Chicken Biryani,4,295.31,15,UPI,5.0,2,Monday,Fast
1420,268,2024-01-16,Bangalore,Empire,Biryani,Burger,4,366.34,24,CARD,2.9847560975609757,1,Tuesday,Fast
1421,300,2024-02-05,Mangalore,Empire,North Indian,Burger,3,794.42,40,CARD,4.0,2,Monday,Normal
1422,283,2024-02-05,Bangalore,Empire,North Indian,Dosa,4,292.57,34,UPI,3.0,2,Monday,Normal
1423,204,2024-01-18,Bangalore,Domino'S,South Indian,Chicken Pizza,1,265.83,40,CASH,5.0,1,Thursday,Normal
1424,27,2024-02-05,Bangalore,Pizza Hut,Biryani,Garlic Bread,4,179.94,31,CARD,3.0,2,Monday,Normal
1425,41,2024-02-05,Hubli,Empire,North Indian,Dosa,3,603.89,53,UPI,2.0,2,Monday,Late
1426,254,2024-02-05,Mysuru,Mcdonald'S,Dessert,Veg Biryani,1,653.09,47,UPI,2.9847560975609757,2,Monday,Late
1427,119,2024-02-05,Bangalore,Empire,Biryani,Veg Pizza,2,179.05,32,CARD,3.0,2,Monday,Normal
1428,203,2024-02-21,Mysuru,Mcdonald'S,Fast Food,Cheese Pizza,1,493.72,61,UPI,5.0,2,Wednesday,Late
1429,179,2024-02-05,Mysuru,Meghana Foods,Biryani,Garlic Bread,4,510.94,31,CARD,4.0,2,Monday,Normal
1430,260,2024-01-14,Bangalore,Mcdonald'S,Dessert,Burger,1,666.0,31,UPI,5.0,1,Sunday,Normal
1431,129,2024-02-05,Hubli,Meghana Foods,South Indian,Veg Biryani,3,773.64,44,CARD,5.0,2,Monday,Normal
1432,15,2024-02-05,Mysuru,Pizza Hut,South Indian,Veg Biryani,2,664.11,41,CASH,5.0,2,Monday,Normal
1433,275,2024-01-02,Mysuru,Domino'S,Dessert,Cheese Pizza,4,578.11,67,CASH,1.0,1,Tuesday,Late
1434,284,2024-02-05,Hubli,Empire,Biryani,Paneer Curry,3,244.29,62,CARD,4.0,2,Monday,Late
